id,prk_place_nm,prk_style,prk_type,location,address,prk_charge_info,rating,five_days_system,open_days,weekday_open_hhmm,weekday_colse_hhmm,sat_oper_open_hhmm,sat_close_hhmm,holiday_open_hhmm,holiday_close_hhmm,fee,basic_time,basic_fee,additional_time,additional_fee,daily_ticket_applicable_time,daily_ticket_fee,monthly_pass_fee,payment_method,special_notes,management_agency,phone_number,data_standard_date
371,강서주차장,민영,노외,-,부산광역시 강서구 대저1동 2376-2,12,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
372,대보주차장,민영,노외,-,부산광역시 강서구 대저1동 2377-22,14,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
373,대저주차장,민영,노외,-,부산광역시 강서구 대저1동 2377-27,38,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
374,대저주차장,민영,노외,-,부산광역시 강서구 대저1동 750-1,50,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
375,일공주차장,민영,노외,-,부산광역시 강서구 대저1동 754-1,30,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
376,보광주차장 2,민영,노외,-,부산광역시 강서구 대저2동 1833,5,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
377,강서제일 주차장,민영,노외,-,"부산광역시 강서구 대저2동 1841-1,1842-5,1842-1-,1842-13,1843-4",16,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
378,뉴공항주차장,민영,노외,부산광역시 강서구 공항진입로 11,부산광역시 강서구 대저2동 1842-10,13,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
379,김해주차장,민영,노외,부산광역시 강서구 공항앞길 126,부산광역시 강서구 대저2동 2162-6,22,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
380,광남주차장,민영,노외,-,부산광역시 강서구 대저2동 1858-1,245,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
381,장기주차장,민영,노외,-,부산광역시 강서구 대저2동 1873-2,35,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
382,강서주차장,민영,노외,-,부산광역시 강서구 대저2동 1873-2,30,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
383,보광주차장 3,민영,노외,-,부산광역시 강서구 대저2동 1875-2,12,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
384,가락화물주차장,민영,노외,-,부산광역시 강서구 죽림동 177,57,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
385,가락주차장,민영,노외,-,부산광역시 강서구 죽림동 931,20,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
386,지양곡 공영주차장,공영,노외,-,부산광역시 강서구 천성동 271-22,99,4,요일제,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,무료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
387,오복미역 전용 주차장,민영,노외,-,부산광역시 강서구 화전동 555-1,19,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
388,오륙도주차장,민영,노외,-,부산광역시 강서구 화전동 556-1,23,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
389,대항공영 주차장,공영,노외,-,부산광역시 강서구 대항동 산 13-26,89,4,요일제,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,무료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
390,스카이주차장,민영,노외,-,부산광역시 강서구 구랑동 1203,39,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
391,우리들주차장,민영,노외,-,부산광역시 강서구 녹산동 1277-9,11,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
392,동양주차장,민영,노외,-,부산광역시 강서구 녹산동 92-1,20,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
393,동원주차장,민영,노외,-,부산광역시 강서구 대저2동 2081-5,61,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
394,동원주차장,민영,노외,부산광역시 강서구 공항앞길33번길 12,부산광역시 강서구 대저2동 2081-5,61,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
395,제이엠알주차장,민영,노외,-,부산광역시 강서구 대저2동 2093,31,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
396,명성주차장,민영,노외,-,"부산광역시 강서구 대저2동 2095-2,2094-9",33,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
397,유카주차장,민영,노외,-,부산광역시 강서구 대저2동 2157,10,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
398,유니티주차장,민영,노외,-,"부산광역시 강서구 대저2동 2160,2160-2,2160-3",102,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
399,김해주차장,민영,노외,-,부산광역시 강서구 대저2동 2160-2,22,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
400,공항주차장,민영,노외,-,부산광역시 강서구 대저2동 1843-23,35,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
401,강서제이주차장,민영,노외,-,부산광역시 강서구 대저2동 1843-6,18,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
402,보광주차장,민영,노외,-,부산광역시 강서구 대저2동 1845-1,10,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
403,삼천리주차장,민영,노외,-,부산광역시 강서구 대저2동 1846-3,200,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
404,광남주차장,민영,노외,부산광역시 강서구 공항진입로 36,부산광역시 강서구 대저2동 1858-1,245,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
405,녹산산단공영주차장,공영,노외,부산광역시 강서구 녹산산단262로50번길 53,부산광역시 강서구 송정동 1759,144,2,요일제,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,무료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
406,신흥주차장,민영,노외,-,부산광역시 강서구 대저2동 1884-2,170,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
407,우현주차장,민영,노외,-,부산광역시 강서구 대저2동 2021-6,34,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
408,가가주차장,민영,노외,부산광역시 강서구 공항앞길 9,부산광역시 강서구 대저2동 2027-2,22,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
409,발렛주차장,민영,노외,부산광역시 강서구 공항앞길13번길 37,부산광역시 강서구 대저2동 2032-7,15,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
410,국제주차장,민영,노외,-,부산광역시 강서구 대저2동 2037,64,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
411,부산주차장,민영,노외,부산광역시 강서구 공항앞길13번길 12,부산광역시 강서구 대저2동 2058-3,54,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
412,차차주차장,민영,노외,부산광역시 강서구 공항앞길13번길 8,부산광역시 강서구 대저2동 2058-5,30,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
413,VIP주차장(B동),민영,노외,-,부산광역시 강서구 대저2동 2062-1,150,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
414,강동주차장,민영,노외,-,부산광역시 강서구 대저2동 2078,118,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
415,동해주차장,민영,노외,-,부산광역시 강서구 대저2동 2080-9,13,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
416,진목주차장,민영,노외,-,부산광역시 강서구 명지동 3183-8,176,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
417,행복마을 공영주차장,공영,노외,-,부산광역시 강서구 명지동 3254-7,25,4,요일제,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,무료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
418,오션시티중앙상가공영주차장,공영,노상,-,부산광역시 강서구 명지동 3282,75,2,요일제,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,무료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
419,화인종합주차장,민영,노외,-,부산광역시 강서구 명지동 616-93,154,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
420,화인종합주차장,민영,노외,-,부산광역시 강서구 명지동 616-93,154,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
421,거양주차장,민영,노외,-,부산광역시 강서구 명지동 616-97,19,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
422,준주차장,민영,노외,-,부산광역시 강서구 범방동 1883-1,13,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
423,가락IC주차장,민영,노외,-,부산광역시 강서구 봉림동 738-253,39,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
424,서림주차장,민영,노외,-,부산광역시 강서구 생곡동 1531-6,20,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
425,박부덕씨주차장,민영,노외,-,"부산광역시 강서구 송정동 1216-4, -2",22,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
426,송정동 공영주차장,공영,노외,-,부산광역시 강서구 송정동 1440,69,4,요일제,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,무료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
427,명진포장주차장,민영,노외,-,부산광역시 강서구 식만동 429-3,16,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
428,녹산종합주차장,민영,노외,-,부산광역시 강서구 신호동 186,28,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
429,신호주차장,민영,노외,-,부산광역시 강서구 신호동 186,270,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
430,더메이주차장,민영,노외,-,부산광역시 강서구 신호동 215-6,16,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
431,한국주차장,민영,노외,-,부산광역시 강서구 신호동 217-6,30,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
432,명지시장공영주차장,공영,노외,-,부산광역시 강서구 명지동 1-377,15,4,요일제,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,100,10,100,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
433,명지주차장,민영,노외,-,부산광역시 강서구 명지동 1-377,50,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
434,명지IC공영주차장,공영,노상,-,부산광역시 강서구 명지동 1-395,36,4,요일제,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,100,10,100,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
435,신포주차장,민영,노외,-,부산광역시 강서구 명지동 1-658,15,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
436,고정주차장,민영,노외,-,부산광역시 강서구 명지동 1-667,11,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
437,가야공원진입로,공영,노상,부산광역시 부산진구 가야공원로 30-1,부산광역시 부산진구 가야동 596-7,38,3,요일제,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,200,10,200,13,4700,50000,-,-,부산광역시 부산진구청,051-605-5881,2023-05-19
438,신부산빌딩 앞(소망빌딩),공영,노상,부산광역시 부산진구 자유평화로 3번길 14-21,부산광역시 부산진구 범천동 839-39,28,1,요일제,평일+토요일+공휴일,8:00,21:00,12:00,19:00,8:00,21:00,유료,10,500,10,500,13,15000,160000,-,-,부산광역시 부산진구청,051-605-5881,2023-05-19
439,범천동신암로,공영,노상,부산광역시 부산진구 신암로 83,부산광역시 부산진구 범천동 1234-36,90,3,요일제,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,200,10,200,13,4700,50000,-,-,부산광역시 부산진구청,051-605-5881,2023-05-19
440,경남공고 뒤,공영,노상,부산광역시 부산진구 전포대로 189번길 30,부산광역시 부산진구 전포동 870-1,27,2,요일제,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,300,10,300,13,8000,90000,-,-,부산광역시 부산진구청,051-605-5881,2023-05-19
441,주례초등학교,공영,노외,부산광역시 부산진구 진사로61번길 28-7,부산광역시 부산진구 개금동 630-5,69,2,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,10,300,24,8000,90000,-,-,부산광역시 부산진구청,051-605-5881,2023-05-19
442,유원오피스텔 뒤,공영,노외,부산광역시 부산진구 서면문화로 29-16,부산광역시 부산진구 부전동 474-97,12,1,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,700,10,700,13,21000,220000,-,-,부산광역시 부산진구청,051-605-5881,2023-05-19
443,가야공원,공영,노외,부산광역시 부산진구 가야공원로 70,부산광역시 부산진구 가야동 484-8,39,3,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,24,4700,50000,-,-,부산광역시 부산진구청,051-605-5881,2023-05-19
444,가락주차장,민영,노외,-,부산광역시 강서구 죽림동 177,20,기타,미시행,평일+토요일+공휴일,9:30,23:59,9:30,23:59,9:30,23:59,유료,10,0,0,0,0,0,0,-,-,부산광역시 강서구,-,2023-05-23
445,기장시장 공영주차장,공영,노외,-,부산광역시 기장군 기장읍 대라리 427,216,2,5부제,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,10,200,10,200,0,8000,160000,신용카드,-,부산광역시 기장군 도시관리공단,051-792-4719,2023-06-09
446,이천마을 공영주차장,공영,노외,-,부산광역시 기장군 일광면 이천리 930-1,18,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
447,용수리 공영주차장,공영,노외,-,부산광역시 기장군 정관읍 용수리 1366-11,12,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
448,백길마을 공영주차장,공영,노외,-,부산광역시 기장군 철마면 백길리153-1,25,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
449,정관 모전리 공영주차장,공영,노외,부산광역시 기장군 정관읍 모전1길 10,부산광역시 기장군 정관읍 모전리 739-3,13,2,5부제,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,10,200,10,200,0,8000,160000,신용카드,-,부산광역시 기장군 도시관리공단,051-792-4720,2023-06-09
450,오랑대 공영주차장,공영,노외,-,부산광역시 기장군 기장읍 연화리 산 65-1,65,2,5부제,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,10,200,10,200,0,8000,160000,신용카드,-,부산광역시 기장군 도시관리공단,051-792-4721,2023-06-09
451,임기리 노외공영주차장,공영,노외,-,부산광역시 기장군 철마면 임기리 699-4,22,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4575,2023-06-09
452,가야중복도로,공영,노상,부산광역시 부산진구 냉정로 223,부산광역시 부산진구 가야동 656-14,117,3,요일제,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,200,10,200,13,4700,50000,-,-,부산광역시 부산진구청,051-605-5881,2023-05-19
453,장안사 진입도로변,공영,노외,-,부산광역시 기장군 장안읍 장안리 686-1,106,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
454,동부근린공원 인근 노외 공영 주차장,공영,노외,부산광역시 기장군 기장읍 차성동로 119,부산광역시 기장군 기장읍 동부리 151-8,97,2,5부제,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,10,200,10,200,0,8000,40000,신용카드,-,부산광역시 기장군 도시관리공단,051-792-4719,2023-06-09
455,오리 대룡마을,공영,노외,부산광역시 기장군 장안읍 대룡1길 10-45,부산광역시 기장군 장안읍 오리 222,37,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
456,기장 제1공영주차장,공영,노외,부산광역시 기장군 기장읍 차성동로 70,부산광역시 기장군 기장읍 동부리 280-9,176,2,5부제,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,10,200,10,200,0,8000,160000,신용카드,-,부산광역시 기장군 도시관리공단,051-792-4719,2023-06-09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,마지마을 공영주차장,공영,노외,-,부산광역시 기장군 철마면 연구리 304-3,29,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
459,상장안마을 공영주차장,공영,노외,-,부산광역시 기장군 장안읍 장안리 41-2,35,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
460,하장안마을 공영주차장,공영,노외,-,부산광역시 기장군 장안읍 장안리 120-3,28,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,일광해수욕장 일방통행로,공영,노상,-,부산광역시 기장군 일광면 삼성리 115-28,39,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
465,임랑해수욕장 주변 행정봉사실 옆,공영,노외,부산광역시 기장군 장안읍 임랑해안길 45-4,부산광역시 기장군 장안읍 임랑리 1-5,51,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
466,장안읍 임랑리 아름마을,공영,노외,부산광역시 기장군 장안읍 임랑효덕길 7-13,부산광역시 기장군 장안읍 임랑리 380-5,17,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
467,좌천 재래시장,공영,노외,부산광역시 기장군 장안읍 장곡길 181,부산광역시 기장군 장안읍 좌천리 45-8,55,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
468,한신아파트 앞 주변 이면도로,공영,노상,-,부산광역시 기장군 기장읍 동부리 151-10,18,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
469,동산그린타워 주변 이면도로,공영,노상,-,부산광역시 기장군 기장읍 동부리 448,63,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
470,일광면사무소주변,공영,노상,부산광역시 기장군 일광면 일광로 77-7,부산광역시 기장군 일광면 삼성리 54-2,30,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,청강리 기장병원 주변 이면도로,공영,노상,-,부산광역시 기장군 기장읍 청강리 305,200,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
473,정관읍 달산리 성림아파트 전면도로,공영,노상,부산광역시 기장군 정관읍 정관로 744-41,부산광역시 기장군 정관읍 달산리 141-5,8,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,-,-,부산광역시 기장군청 선진교통과,051-709-4574,2023-06-09
474,기장중학교 정문 주변,공영,노상,부산광역시 기장군 기장읍 읍내로 117,부산광역시 기장군 기장읍 동부리 283-9,10,2,미시행,평일+토요일+공휴일,9:00,20:00,9:00,20:00,9:00,20:00,유료,10,200,10,200,0,8000,0,현금,-,부산광역시 기장군 도시관리공단,051-792-4719,2023-06-09
475,기장시장 뒤편 부산은행 주변,공영,노상,부산광역시 기장군 기장읍 읍내로 112-1,부산광역시 기장군 기장읍 동부리 278-3,6,2,미시행,평일+토요일+공휴일,9:00,20:00,9:00,20:00,9:00,20:00,유료,10,200,10,200,0,8000,0,현금,-,부산광역시 기장군 도시관리공단,051-792-4719,2023-06-09
476,기장시장입구 동부산농협 주변,공영,노상,부산광역시 기장군 기장읍 차성로288번길 8,부산광역시 기장군 기장읍 대라리 418-12,24,2,미시행,평일+토요일+공휴일,9:00,20:00,9:00,20:00,9:00,20:00,유료,10,200,10,200,0,8000,0,현금,-,부산광역시 기장군 도시관리공단,051-792-4719,2023-06-09
